responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	Have you published a manuscript in the past 3 years?				How familiar are you with the term reproducibility when referring to publishing scientific content.	Could you please briefly tell us what reproducibility means to you.	"Is a 'crisis of reproducibility' something you have heard of before, as an issue in science?"							Which of the following statement regarding a 'crisis or reproducibility' within the science community do you agree with?	To what extent do you feel that the crisis in reproducibility is suitably flagged?	"In your opinion, what proportion of published results in your field are reproducible? i.e. the results of a given study could be replicated exactly or reproduced in multiple similar experimental systems with variations of experimental settings such as materials and experimental model)"	"Please complete the following sentence: ""In my opinion, the level of reproducibility in my field is…"	To what extent do you agree or disagree with the following statements?		Please use the box below to tell us more about your answer:	How often do you do any of the following?			Have you encountered efforts or directives from funding agencies designed to improve reproducibility of the work you do?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you encountered efforts from journal publishers designed to enhance or ensure the reproducibility of your work (e.g. using checklists to ensure standards for describing research methods)?	To what extent do you agree/disagree with the following statements?			Please use the box below to tell us more about existing efforts that you've encountered and why you think they do or do not help:	Have you and/or your lab group established any procedures to ensure reproducibility in your work?	Use the box below to tell us about the steps that have been taken to ensure reproducibility in your work?	When did you and/or your lab group establish these procedures?	Do you think the quality of your research changed after these changes were introduced?	"What kind of an impact, overall, have the changes you made to ensure reproducibility had on your lab?"	Please tell us about any other positive or negative impacts these changes have had on your lab:	Do you think that you and/or your lab should implement any further changes?	Please use the box below to tell us about what further changes you think should be implemented: 	Have you identified any barriers to implementing changes that would improve reproducibility of research in your lab? 	Please tell us about the barriers that you have identified:	To what extent do you agree or disagree with the following statements:		Please use the scale below to indicate how much each of the following factors contributes to a failure to reproduce results:														Please tell us about any other important factors you feel we may have missed that contribute to irreproducible results:	Please use the scale below to indicate how likely you think the following factors would be to improve the reproducibility of research.											"Please tell us about any other important factors you feel we may have missed, and you think would improve reproducibility of research:"	"Which, if any, of the following have you done?"						Has anyone ever told you that they could not reproduce results from one of your own experiments?	What did you do?	How many members are in your lab?	What is your age?	Which of the following job titles best applies to you?	Other job title	Which of the following best describes your area of interest?	Other area of interest	What is your specialty within astronomy?	Other specialty within astronomy?	What is your specialty within biology?	Other specialty within biology	What is your specialty within chemistry?	Other specialty within chemistry	What is your specialty within earth and environmental science?	Other specialty within earth and environmental science?	What is your specialty within engineering?	Other specialty within engineering?	What is your specialty within material science?	Other specialty within material science?	What is your specialty within medicine?	Other specialty within medicine?	What is your specialty within physics?	Other specialty within physics?	In which continent do you live?	Which country in Asia (including Middle East)?	Which country in Australasia?	Which country in Africa?	Which country in Europe?	Which country in North America (including Central America and the Caribbean)?	Which country in South America?			
1004	1004	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	In phsyics: repeat Experiment in different laboratorio and Produce the Same result 	1	1	0	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	Strongly disagree	Strongly disagree	In experimental physics there appear to be no Problems with reproducibility. This lies in the Nature of closely relaxed endeavours where One doctored resultt is direclty recognized	Weekly	Quarterly	Quarterly	No					No					Yes	Simple by Design of Experiment 	Within the last 10 years or longer	"No, the quality of my research has not improved"	These changes have not affected my lab		No		No		Strongly agree	Neither agree nor disagree	Always contributes	Always contributes	Always contributes	Sometimes contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Very often contributes	I don't know		Very likely	Very likely	Likely	Not very likely	Likely	Very likely	Very likely	Very likely	Not very likely	Not very likely	Not very likely		No	No	No	No	No	No	No		More than 50 members	55 - 64	Professor		Physics																Atomic and Molecular Physics		Europe				Germany					
1006	1006	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	That others can replicate the published research and will observe similar results. 	0	1	1	0	0		0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Agree	Agree		Daily	Weekly	Daily	No					No					Yes		Within the last year	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes		Yes		Disagree	Agree	Always contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Never contributes		Likely	Very likely	Very likely	Very likely	Likely	Very likely	Likely	Likely	Very likely	Likely	Likely		Yes	Yes	Yes	No	Yes	No	No		1-5 members	35 - 44	Principal Investigator		Medicine														Nutrition				South America						Brazil			
1008	1008	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	Other should be able to repeat the content/experiments written down in literature 	1	1	1	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Agree	Strongly agree	I think problems with reproducibility in other fields reflexes to all scientific fields	Monthly	Monthly	Weekly	Not applicable					Yes	Agree	Agree	Agree		No								No		Agree	Disagree	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Pressure 	I don't know	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely		Yes	Yes	No	No	No	No	No		1-5 members	35 - 44	Post-doctoral Fellow		Biology				Cell Biology														Europe				Netherlands					
1015	1015	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	A research result that can be reproduced and examined by other scientists; any trustable science should be reproducible.	0	1	0	0	0		0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	Neither agree nor disagree	Agree	"The reproduciblity depends on scientific methods; experiments are much more easily faked than theories. In my field of computational physics, problems often arise because the first authors are usually inexperienced postdocs and graduate students, while the corresponding authors usually do not work on computing, so that they do not have sufficient knowledge to examine the spurious numerical results or the computing detail. "	Quarterly	Never	Monthly	No					No					No								Yes	"The numbers of published papers affect researchers' funding. Barriers include: 1) The funding agency do not judge the publication quality; 2)  the grant reviewers only rely on the journals' name to judge the quality of the published papers; 3) the journals like to accept manuscripts with sensational results, and 4) journal letters contains little information to show the authenticity of the research results."	Agree	Strongly disagree	Always contributes	Always contributes	Very often contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Never contributes	Never contributes	Rarely contributes	Never contributes	Sometimes contributes	Never contributes	Too many people collaborating a paper; which implies that not any author can forsee the problems of the whole work.	Very likely	Very likely	Not very likely	Very likely	Likely	Likely	Not very likely	Very likely	Very likely	Not very likely	Not very likely	"Require scientists to: 1)  save numerical code, raw data, etc., as a condition for manuscript submission; 2) provide supplmental information in the published journal; 3) limit the number of authors; 4) extablish fine and other penalty for fraudulent/unreproducible works; 5) technical editors to examine the raw data, code, etc., and 6) funding for researchers of other groups to test the reproducibility of questioned research results."	No	Yes	Yes	No	No	Yes	No		None	45 - 54	Associate professor/Lecturer		Astronomy and planetary science		Theoretical Astrophysics																Asia (including Middle East)	Taiwan								
1029	1029	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar		1	0	0	1	0		0	There is a slight crisis of reproducibility	I am unsure	60%	"...worse than for other scientific fields on average."""	Agree	Neither agree nor disagree		Weekly	Weekly	Monthly	No					Not applicable					Yes		Within the last 2 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		I am unsure		I don't know		Neither agree nor disagree	Strongly disagree	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes		Likely	Likely	Not very likely	Likely	Likely	Likely	Not very likely	Likely	Likely	Likely	Likely		Yes	Yes	No	No	No	No	No		1-5 members	25 - 34	Senior Scientist		Biology				Neuroscience														Europe				Ireland					
1032	1032	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	"Somone else (or me myself, come to think of it) can repeat my experiment and get the same result (or not). Either way, we can know if we bother to redo the experiment / study."	0	0	0	0	0		1	There is no crisis of reproducibility	Too much	90%	"...about the same as for other scientific fields on average"""	Strongly disagree	Strongly disagree	"Really. Funding agencies and (serious, real) journals are pickier than ever!"	Weekly	Weekly	Weekly	Yes	Agree	Agree	Neither agree nor disagree	Peer review & competition for money ir journal page space keep us on our toes!	Yes	Agree	Agree	Neither agree nor disagree		Yes	"Critically asess our experimental protocols, etc."	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab		I am unsure		No		Agree	Disagree	Rarely contributes	Rarely contributes	Rarely contributes	Rarely contributes	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	I don't know	Sometimes contributes	I don't know		Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely		No	No	No	No	No	No	No		11-25 members	45 - 54	Professor		Biology				Ecology														Europe				Norway					
1038	1038	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	To find significantly similar results when the experiment or survey is repeated.	0	0	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Agree	Agree	I think the most important problem is that many researchers  do not consider the reproducibility as an necessary  part or step of a scientific study. Most researchers skip or ignore to discuss their study in  terms of reproducibility.	Quarterly	Monthly	Weekly	Yes	Agree	Strongly agree	Strongly agree	"First of all when we submit a project proposal, it is critiqued about how orginal it is or to what extent discussing about previous researches. In addition, the reports of an ongoing project results are also  considered in terms of repetability."	Yes	Strongly agree	Strongly agree	Strongly agree		No								Yes	Most importantly noone strongly criticised the reproducibility and solutions.	Neither agree nor disagree	Agree	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes	Always contributes	Always contributes	Sometimes contributes		Not very likely	Not very likely	Not very likely	Likely	Not very likely	Not very likely	Not very likely	Not very likely	Likely	Not very likely	Likely		No	No	No	No	No	No	No		11-25 members	25 - 34	PhD Student		Biology				Evolution														Europe				Germany					
1039	1039	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar	"Given the methods described in the paper, other researchers should be able to reproduce the reported results, based on the same data or (if possible) after doing similar experiments to produce independent data."	1	1	0	1	0		0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Strongly agree	Agree	"I work in the field of ecology, where many studies include field data that are necessarily hard to reproduce, but also many statistical analyses do not hold up to a second scrutiny. There is considerable pressure to publish ""surprising"" and novel results in high impact journals, which does not contribute to good scientific practice in terms of double checking results of analyses."	Monthly	Weekly	Monthly	No					No					Yes	-We let other (independent) researchers double check analysis and code. -We discuss all results and make sure empirical results hold up to statistical requirements (diagnostic plots etc) -We consider alternative hypotheses for any main result and test them. -We put much effort into reporting exactly what was done in the analyses.   	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab	"I am a young researcher and have always used these methods (they do not represent ""changes"" as such...)"	I am unsure		I don't know		Strongly agree	Disagree	Always contributes	Very often contributes	Very often contributes	Very often contributes	Always contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Sometimes contributes		Not very likely	Very likely	Not very likely	Not very likely	Not very likely	Likely	Very likely	Very likely	Likely	Not very likely	Not very likely		No	Yes	No	Yes	No	No	No		1-5 members	35 - 44	Principal Investigator		Biology				Ecology														Europe				Norway					
1053	1053	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Somewhat familiar		0	1	1	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Agree	Agree		Monthly	Weekly	Weekly	Not applicable					Yes	Neither agree nor disagree	Neither agree nor disagree	Agree		No								Yes		Neither agree nor disagree	Neither agree nor disagree	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Very often contributes	Always contributes	Sometimes contributes	Very often contributes	Very often contributes	Always contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes		Very likely	Likely	Very likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Not very likely	Not very likely		Yes	Yes	No	No	No	No	No		6-10 members	25 - 34	PhD Student		Biology				Bioinformatics and Computational Biology														North America (including Central America and the Caribbean)					United States				
1055	1055	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Somewhat familiar	"The ability to work on another work, and continue the work as a whole no matter where the origins of the come from.  In addition to being able to get the same result from a completely different aggregate of sources."	0	0	0	0	0		1	There is a significant crisis of reproducibility	Not enough	0%	"...worse than for other scientific fields on average."""	Strongly agree	Strongly agree	"Launguage is the biggest issue, it takes so much time to understand the working of another feild, only to end up understanding that one is working on the same problem"	Daily	Daily	Daily	No					Not applicable					No								Yes	"For government resources I have to present an idea to a body, that is constrainted to comment, only to find a Request for Quote is given for exactly what I presented, then struggle to continue the effort, through under funded utility for a limited market "	Neither agree nor disagree	Strongly disagree	Very often contributes	Always contributes	Always contributes	Always contributes	Very often contributes	Rarely contributes	Always contributes	Always contributes	Always contributes	Always contributes	Always contributes	Rarely contributes	Rarely contributes	Never contributes	"competition of original, creative ideas, must be respected as a pleasure, not a climb to a mount. "	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Not at all likely	Very likely	Very likely	"One must work with kids, in real terms that what they seek is a reward in and of itself.  Engineering is the only thing that moves matter around with a monkey brain."	Yes	Yes	No	No	Yes	Yes	Yes	"the result was not understood because it lacked a reference to current thought lines that had apparent value or utility.  As in utility to further the promotion of ego, that just talks... and talks... and talks.."	1-5 members	45 - 54	Other (please specify)	dyslexia killed my academic career	Engineering										Electrical/Electronic Engineering								North America (including Central America and the Caribbean)					United States				
1057	1057	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar	one group being able to reproduce the published findings of another group in the same experimental setup/design	1	1	0	1	0		0	There is a significant crisis of reproducibility	Not enough	50%	"...better than for other scientific fields on average."""	Strongly agree	Strongly agree		Daily	Weekly	Daily	Yes	Strongly disagree	Strongly disagree	Strongly agree	"given the expense of research in biological systems on top of the pressure to publish for promotion/tenure, I think findings that may be perceived as exciting and paradigm shifting are rushed to press all to soon prior to vetting in the investigators lab"	Yes	Strongly disagree	Strongly agree	Strongly agree	A better description of flawed statistical methods and underpowered studies without a prior determination of effects doesn't solve any problems.	Yes	We look at the variability in our data on a regular basis and for measurements that are intrinsically variable we include a greater number of experimental subjects. 	The procedures have been in place since I started working in my lab	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		No		Yes	Doing extra subjects in experimental design takes more time and money and it sometimes does not allow for us to replicate measurements as much as we would like prior to publication. The research is very expensive and funding agencies like NIH put a lot of pressure on increasing experiments on both sexes (effectively doubling the amount of work needed to publish) - this also detracts from funds available to ensure reproducibility and generalizability of findings.	Neither agree nor disagree	Strongly agree	Sometimes contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Always contributes	Always contributes	Very often contributes	Very often contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Always contributes	Never contributes		Very likely	Very likely	Not very likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Not at all likely		No	Yes	No	No	No	Yes	No		11-25 members	35 - 44	Principal Investigator		Medicine														Surgery				North America (including Central America and the Caribbean)					United States				
1058	1058	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	Repeating methods and getting similar results.	0	1	1	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	Disagree	Neither agree nor disagree	Some fields are not experimental and are contingent on other factors that cannot be reproduced (for example studies in ecological sciences).	Quarterly	Quarterly	Weekly	No					No					No								No		Disagree	Neither agree nor disagree	Sometimes contributes	Always contributes	Sometimes contributes	Rarely contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes		Likely	Likely	Likely	Likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Not very likely		No	No	No	No	No	No	No		6-10 members	25 - 34	PhD Student		Biology				Ecology														North America (including Central America and the Caribbean)					United States				
1061	1061	08/10/2015	08/10/2015	complete	Yes	0	0	1	0	Very familiar	"Reproducibility is the ability to perform the same experiment again, and arrive at the same results/conclusion. Usually this applies either to the same person doing the experiment, or within the same group of researchers as the original experiment itself."	0	1	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Agree	Neither agree nor disagree		Daily	Monthly	Monthly	Not applicable					No					Yes		Within the last 2 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		I am unsure		I don't know		Disagree	Neither agree nor disagree	Rarely contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	I don't know		Likely	Likely	Likely	I don't know	Likely	Very likely	Not very likely	Likely	Likely	I don't know	I don't know		Yes	Yes	No	No	No	No	No		1-5 members	25 - 34	PhD Student		Other	Chemical Biology																	North America (including Central America and the Caribbean)					United States				
1067	1067	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	"The ability to replicate a study, given similar conditions."	0	0	0	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	Neither agree nor disagree	Agree	"Question doesn't allow to answer ""somewhat agree"""	Monthly	Monthly	Monthly	No					Not applicable					Yes	Manual of procedures	Within the last year	I don't know	These changes have had a positive impact on my lab		I am unsure		No		Neither agree nor disagree	Neither agree nor disagree	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Always contributes	Always contributes	Very often contributes	Very often contributes	Always contributes	Never contributes	Original participants	Likely	Likely	Very likely	Very likely	Very likely	Very likely	Very likely	Very likely	Likely	Likely	Likely		No	No	No	No	No	No	No		1-5 members	35 - 44	PhD Student		Other	Linguistics																	North America (including Central America and the Caribbean)					United States				
1072	1072	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Fairly familiar	The possibility to replicate findings in similar and differentiated conditions	1	0	1	0	0		0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	Agree	Agree	"All scientific studies should have the chance to be reproduced, so this concerns all disciplines"	Weekly	Monthly	Monthly	No					No					Yes	To have the chance to reproduce a randomized controlled trial targeting an intervention for psychosis vs an active control group. We followed the methodology estrictly as well the intervention manual. Tried to control possible confounders and let to know about that.	Within the last 5 years	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	sometimes these presmises are not followed and then the study limitations are larger and more visible	Yes		Yes		Disagree	Neither agree nor disagree	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Very often contributes	Rarely contributes		Likely	Likely	Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Likely	Likely		No	Yes	No	Yes	No	No	No		26-50 members	25 - 34	Post-doctoral Fellow		Medicine														Psychology				Europe				Spain					
1074	1074	08/10/2015	08/10/2015	complete	Yes	1	1	0	0	Very familiar		0	1	1	1	0		0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Strongly agree	Strongly agree		Weekly	Quarterly	Weekly	No					Yes	Agree	Neither agree nor disagree	Agree		No								Yes	Testing reproducibility cost money and time and will not lead to any publications and/or grants	Agree	Disagree	Sometimes contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes		Very likely	Very likely	Likely	Likely	Very likely	Likely	Likely	Likely	Not very likely	Not very likely	Likely		Yes	Yes	No	No	Yes	No	No		11-25 members	25 - 34	Post-doctoral Fellow		Biology				Bioinformatics and Computational Biology														Europe				Netherlands					
1076	1076	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Fairly familiar		0	1	1	1	0		0	There is a slight crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Agree	Agree	"I have worked in different fields: - biotechnology - one is happy when some experiments succeed - physics - one is very sure that results are reproducible, maybe too sure."	Monthly	Quarterly	Quarterly	No					No					Yes	"repeat analysis experiments, major fermentations in duplicate - if money permits"	Within the last 10 years or longer	"Yes, the quality of my research has improved"	These changes have not affected my lab	"The feeling is that it actually does not make much difference on the average. However, it helps to identify exceptional situations, which could be followed up."	I am unsure	"I am retiring - the younger generation academics are less concerned about quality. Yes, I was told that the time is better spent on other things: publish or perish"	Yes	Psychological: one considers it a waste of time.	Neither agree nor disagree	Agree	I don't know	Very often contributes	Always contributes	I don't know	Sometimes contributes	I don't know	Sometimes contributes	Sometimes contributes	Sometimes contributes	I don't know	Sometimes contributes	Sometimes contributes	Very often contributes	Rarely contributes		Very likely	Very likely	Likely	Likely	Likely	Likely	Very likely	Likely	Likely	Not very likely	Likely		Yes	I can't remember	No	No	No	No	Yes	Keep up a mirror and ask questions	11-25 members	65 or over	Professor		Other	"Interdisciplinary: biology, chemical engineering, mathematics"																	Europe				Belgium					
1088	1088	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	"In terms of scientific results, the capacity to obtain the same results using the same methodology but carried out by a different research team. "	1	0	0	0	0		0	I don't know	I am unsure	50%	"...about the same as for other scientific fields on average"""	Neither agree nor disagree	Neither agree nor disagree	I believe reproducibility problems are more or less the same among diferent science fields. 	Daily	Daily	Daily	Not applicable					Yes	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	"Online Laboratory diaries in the ""cloud"" are useful for reproducibility but they only work if the investigator use it properly. "	Yes	"Laboratory journals, research meetings and elaboration of standar procedures."	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab		I am unsure		I don't know		Neither agree nor disagree	Disagree	Always contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	I don't know		Likely	Likely	Not very likely	Likely	Very likely	Very likely	Very likely	Very likely	Likely	Very likely	Very likely		Yes	Yes	No	No	No	No	No		6-10 members	25 - 34	Technician/Research Assistant		Medicine														Infectious Diseases				Asia (including Middle East)	Turkey								
1100	1100	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar		1	1	1	1	0		0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Neither agree nor disagree	Neither agree nor disagree		Daily	Weekly	Weekly	No					No					Yes	Perform the same experiment in the same place more than three times as well as in an independent lab by others. 	Within the last 10 years or longer	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab		Yes		No		Neither agree nor disagree	Disagree	Very often contributes	Very often contributes	Sometimes contributes	Very often contributes	Always contributes	Very often contributes	Sometimes contributes	Very often contributes	Rarely contributes	Rarely contributes	Rarely contributes	Never contributes	Never contributes	Never contributes		Very likely	Very likely	Very likely	Very likely	Not very likely	Likely	Very likely	Very likely	Not very likely	Not very likely	Not very likely		Yes	Yes	Yes	No	No	No	No		6-10 members	25 - 34	Post-doctoral Fellow		Biology				Plant Science														North America (including Central America and the Caribbean)					United States				
1102	1102	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	"The confirmation of findings in a similar (not always identical), independent experiment."	0	0	1	1	0		0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Agree	Strongly agree	"I work in drug discovery from natural compounds. There is natural variation within a species, a species complex, or geographic regions that complicates my work, but that's part of the nature of what I do and needs to be appropriately accounted for in the published work."	Daily	Weekly	Weekly	No					No					Yes	1) Standardized methodology; 2) standardized protocols; 3) bulk-made reagents & solutions.	Within the last 5 years	"No, the quality of my research has not improved"	These changes have not affected my lab		No		Yes	"The natural variation in our source materials, since I work in drug discovery from natural products."	Agree	Disagree	Sometimes contributes	Very often contributes	Sometimes contributes	Rarely contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	Always contributes	Very often contributes	Rarely contributes		Very likely	Very likely	Likely	Likely	Likely	Likely	Likely	Very likely	Not very likely	Not very likely	Not very likely		Yes	Yes	No	No	No	No	No		11-25 members	25 - 34	Post-doctoral Fellow		Chemistry						Medicinal & Pharmaceutical Chemistry												Australasia		Australia							
1104	1104	08/10/2015	08/10/2015	complete	Yes	0	1	0	0	Very familiar	"That based on published experimental procedures, a different laboratory can fully reproduce the results and adapt the newly described methods to their own specific purpose, which may of course not be identical, but a step forward."	0	1	0	0	0		0	There is no crisis of reproducibility	Too much	90%	"...better than for other scientific fields on average."""	Disagree	Agree	"I believe that due to the uncontrolled proliferation of journals, some chemistry related articles which do not find their place in main stream journals, may indeed be frought with major inconsistencies, ultimately leading to irreproducible results."	Monthly	Monthly	Weekly	No					No					Yes	"Usually, I give to another PhD or master student to repeat a certain reaction, should I have doubts about the yields or purity of the obtained compounds"	Within the last 10 years or longer	"Yes, the quality of my research has improved"	These changes have had a positive impact on my lab	"PhD students are very careful in reporting yields in synthetic sequences because they know that these can be anytime checked within the group, or between partner laboratories."	No	I think we are fine...never change a working system !	No		Disagree	Disagree	Always contributes	Very often contributes	Always contributes	Sometimes contributes	Very often contributes	Very often contributes	Always contributes	Always contributes	Sometimes contributes	Sometimes contributes	Rarely contributes	Rarely contributes	Very often contributes	Never contributes	"...Hm...We had a problem of reproducing a large scale reaction in Marseille which worked well in our previous lab in Karlsruhe. We found out that due to the much increased humidity, the charging of the reactor in Marseille, led to wetter solvents which drastically decreased the yield. So the fact that a reaction in Canada in winter time does not work the same as one perfomed in Crete, can have physico-chemical explanations which do not necessarily relate to bad laboratory praactice. One needs however to understand what is happening and fix the causes."	Not at all likely	Likely	Very likely	Very likely	Likely	Likely	Very likely	Very likely	Likely	Very likely	Very likely	"Have a partner in  the project who is willing to spend time and effort in reproducing either the synthetic procedures, or some of the physical measurements / data collection."	Yes	Yes	Yes	No	No	No	Yes	"We talked on the phone and exchanged E-mails. It became evident that the reactions conditions we have published for a novel procedure were not identical adapted to the substrate the colleague was trying to react due to its poor solubility. By altering slightly the solvent and concentrations, acceptable yields could be obtained. However, it is essential to have an open dialogue with colleagues."	6-10 members	55 - 64	Professor		Chemistry						Nanotechnology												Europe				France					
1110	1110	08/10/2015	08/10/2015	complete	Yes	1	0	0	0	Very familiar	Similar results in an independent study. 	1	1	1	1	0		0	There is a slight crisis of reproducibility	Too much	50%	"...about the same as for other scientific fields on average"""	Agree	Agree	"Reproducibility is important to independently very and confirm results. When a p value is used to make a binary decision, the strength of the conclusion rests on how good the study is in terms of power. Most research I read has low power to begin with. "	Weekly	Monthly	Weekly	No					No					Yes	Build replications in to each study. 	The procedures have been in place since I started working in my lab	I don't know	These changes have not affected my lab	Not everyone in my lab tries to replicate. Not everyone thinks about it. 	Yes		No		Disagree	Neither agree nor disagree	Sometimes contributes	Sometimes contributes	Sometimes contributes	I don't know	Sometimes contributes	Sometimes contributes	Sometimes contributes	Sometimes contributes	I don't know	Sometimes contributes	I don't know	Sometimes contributes	Very often contributes	Never contributes		Likely	Likely	Not very likely	Not very likely	Likely	Likely	Likely	Likely	Not at all likely	Not very likely	Not at all likely		Yes	Yes	No	Yes	No	No	No		1-5 members	35 - 44	Post-doctoral Fellow		Other	Neuroscience 																	North America (including Central America and the Caribbean)					Canada				
